component_identifier,component_type,component_index,primary_fidelity,prediction_agreement_count,prediction_disagreement_count,ground_truth_accuracy_change,cross_entropy_change,mean_kl_divergence,mean_jensen_shannon_divergence,maximum_absolute_logit_change,total_delta_fourier_power,addition_manifold_delta_power,addition_manifold_delta_fraction,correct_shift_rank,correct_shift_selectivity,dominant_canonical_frequency_pair,activation_diagonal_power_fraction,activation_near_constant,retained_at_threshold_0_99,retained_at_threshold_0_975,retained_at_threshold_0_95,retained_at_threshold_0_9,retained_at_threshold_0_85,retained_at_threshold_0_8
N414,mlp_neuron,418,1.0,12769,0,0.0,0.0002761073277102544,0.0003880061156807972,0.00011944703684849002,8.708000183105469,2454097.294854702,91014.87287761505,0.03708690485435856,1,90.93286250383854,17,0.11779843916893996,False,False,False,False,False,False,False
N415,mlp_neuron,419,1.0,12769,0,0.0,2.0558124657048954e-05,1.1231968601573639e-05,2.754089137229436e-06,3.5257110595703125,175421.70353391455,3007.803401750133,0.017146130388413595,1,48.00998460552328,56,0.08629246897774842,False,False,False,False,False,False,False
N416,mlp_neuron,420,1.0,12769,0,0.0,2.4844803917613897e-06,5.60859065071237e-06,1.452155564287152e-06,2.0387115478515625,34299.57702124505,216.04829846311918,0.006298861887693237,1,24.57948581929926,1,0.0519944764382502,False,False,False,False,False,False,False
N417,mlp_neuron,421,1.0,12769,0,0.0,4.56752927340074e-05,2.1036511346322434e-06,5.368420527823718e-07,1.11102294921875,7877.853205433956,39.249184053295,0.0049822182553772194,1,31.6762296003561,5,0.03496765385800248,False,True,False,True,False,False,False
N418,mlp_neuron,422,1.0,12769,0,0.0,3.747103606434885e-05,2.308657700429387e-05,6.036279802687437e-06,2.450275421142578,71203.88400841168,216.05320679317387,0.003034289629027124,1,15.752142293577041,17,0.03706754592075634,False,False,False,False,False,False,False
N419,mlp_neuron,423,1.0,12769,0,0.0,4.906903690669829e-05,6.09501073505647e-05,1.6788566555366822e-05,4.4465789794921875,459138.4514053917,12508.16055030753,0.027242677044409802,1,81.69956923040948,3,0.09579229256728042,False,False,False,False,False,False,False
N420,mlp_neuron,424,1.0,12769,0,0.0,-3.286251532307375e-05,2.9964313141265477e-06,7.576171279168695e-07,1.4353103637695312,21762.442829489213,132.9783835115904,0.006110452974120992,1,29.615370151918412,56,0.046750208241605286,False,False,False,False,False,False,False
N421,mlp_neuron,425,1.0,12769,0,0.0,-4.957555457347097e-06,2.8244178051673675e-06,7.169653065717537e-07,1.0313491821289062,15850.091030702975,75.86634598853453,0.004786492761560484,1,35.01065576218784,1,0.030916727824256893,False,False,False,False,False,False,False
N422,mlp_neuron,426,1.0,12769,0,0.0,9.841427594928297e-05,3.548292149668738e-05,9.3506797668252e-06,2.671581268310547,247563.40043429556,6472.0133774088645,0.026142852158498146,1,71.8788115167906,1,0.10157082148753678,False,True,True,True,False,False,False
N423,mlp_neuron,427,1.0,12769,0,0.0,-4.7536598588546934e-05,2.0751282918427504e-05,5.060066727523667e-06,4.730308532714844,498334.021777754,18275.97527531651,0.03667414721178156,1,80.58403523365645,56,0.12950651099254873,False,False,False,False,False,False,False
N424,mlp_neuron,428,1.0,12769,0,0.0,-4.091174997844201e-05,6.994124721798373e-06,1.8358395089821949e-06,2.8025360107421875,73248.8022296011,1001.1286631310853,0.013667508992065293,1,47.66871015524867,3,0.06720136831337492,False,False,False,False,False,False,False
N425,mlp_neuron,429,1.0,12769,0,0.0,1.5267014953834193e-05,1.6289352168837308e-05,4.126752417784104e-06,4.079566955566406,92369.69047609596,834.6086110817577,0.00903552460531134,1,35.151026246008485,48,0.0579808395106627,False,False,False,False,False,False,False
N426,mlp_neuron,430,1.0,12769,0,0.0,-5.589430890076078e-06,1.2224853980698107e-06,3.063463332242977e-07,0.8436622619628906,4601.764826428447,7.248775204617958,0.001575216352427972,1,19.846001503394543,5,0.015952709892805502,False,False,True,False,False,False,False
N427,mlp_neuron,431,1.0,12769,0,0.0,1.970445098626152e-05,1.7945668136759703e-05,4.797346916046347e-06,4.133119583129883,210773.41781694116,4803.407676165926,0.022789437709539513,1,51.266571548132966,48,0.10809620807142642,False,False,False,False,False,False,False
N428,mlp_neuron,432,1.0,12769,0,0.0,-2.2654443775648814e-05,1.8374044645177117e-06,4.5631626090458384e-07,2.1216659545898438,17430.705200398865,21.18081873233457,0.0012151441085613615,1,12.109807420142873,17,0.01818485143551385,False,False,False,False,False,False,False
N429,mlp_neuron,433,1.0,12769,0,0.0,-3.595270934660783e-05,2.201930205455329e-05,5.888865573916808e-06,3.5389556884765625,200214.33258078955,4964.172775239862,0.024794292752426915,1,64.23040456066941,56,0.10445934262258745,False,False,False,False,False,False,False
N430,mlp_neuron,434,1.0,12769,0,0.0,7.11728081293861e-05,1.9446683478489547e-05,5.0586297438311716e-06,3.1319656372070312,133436.25108486466,840.5879894023699,0.006299547406107512,1,31.658056592606886,56,0.04127657777423468,False,False,False,False,False,False,False
N431,mlp_neuron,435,1.0,12769,0,0.0,4.9504797042742264e-06,4.244515805501534e-06,1.0907322486863674e-06,2.137969970703125,37131.69050704207,264.42153547376427,0.007121182253299683,1,33.980590214325034,3,0.04689459272040261,False,False,False,False,False,False,False
N432,mlp_neuron,436,1.0,12769,0,0.0,6.660091782793669e-05,2.6725800474453743e-05,6.842759568805869e-06,5.348808288574219,408541.43661577435,7023.716786453592,0.017192177235767808,1,66.18817694547738,3,0.06891478348160929,False,True,True,True,True,True,True
N433,mlp_neuron,437,1.0,12769,0,0.0,3.49346121234044e-05,2.4866309986256067e-06,6.366447512384455e-07,0.9270477294921875,13312.862228310765,155.91428591705866,0.011711552575485657,1,42.080011528904706,56,0.06512162638799955,False,False,False,False,False,False,False
N434,mlp_neuron,438,1.0,12769,0,0.0,-1.1393287381598503e-05,5.072145085562923e-07,1.2636257216811742e-07,0.475311279296875,2091.3914274909885,1.2520960278834627,0.0005986904275425782,1,10.376641980334034,56,0.012241741741324972,False,False,False,False,False,False,False
N435,mlp_neuron,439,1.0,12769,0,0.0,-3.0412242206712646e-05,3.5144629560590474e-06,8.853477991358365e-07,1.3183250427246094,14090.999205577184,40.318748235882026,0.002861312221203161,1,16.04363444480794,17,0.033856267384395206,False,False,False,False,False,False,False
N436,mlp_neuron,440,1.0,12769,0,0.0,1.5819894896038165e-06,4.557732669390307e-06,1.141447023168085e-06,1.6549148559570312,14862.216206711368,23.170131573622328,0.0015589957279156883,1,9.412547307042747,17,0.03186991790136992,False,False,False,False,False,False,False
N437,mlp_neuron,441,1.0,12769,0,0.0,6.266626694090218e-05,1.6696646528254796e-05,4.533299371510932e-06,2.2816314697265625,155843.5295648364,3639.4695224256843,0.02335335661729566,1,71.25967729105749,3,0.092190060941384,False,False,False,False,False,False,False
N438,mlp_neuron,442,1.0,12769,0,0.0,-3.825247057123054e-05,1.2883310861128692e-06,3.225344876184898e-07,0.6468544006347656,3677.2034111317275,3.673869160265404,0.0009990932645019771,1,9.416474536432213,56,0.021416177444098194,False,False,False,False,False,False,False
N439,mlp_neuron,443,0.9998433706633253,12767,2,0.0,0.00026105619942616283,0.0003088429229411978,8.375735191352021e-05,9.863853454589844,2968739.4474135805,93147.00287323858,0.03137594407430734,1,83.6126223952552,56,0.11110613664577666,False,False,False,False,False,False,False
N440,mlp_neuron,444,1.0,12769,0,0.0,3.5226307310507084e-05,6.477668889714177e-06,1.628827150517981e-06,2.1375274658203125,51838.866304261006,439.27016164228047,0.008473760962750331,1,37.8435052210506,56,0.05309812107489233,False,False,False,False,False,False,False
N441,mlp_neuron,445,1.0,12769,0,0.0,1.126774124641486e-05,2.0411521928944294e-06,5.216188846159469e-07,1.4466171264648438,15863.473081251443,66.37601030722992,0.004184204175671827,1,26.254542681568186,1,0.030172398050363394,False,False,False,False,False,False,False
N442,mlp_neuron,446,1.0,12769,0,0.0,-4.463060453277273e-06,2.840072692321868e-06,7.092227784052236e-07,1.5017814636230469,16158.577831289023,13.524549637973317,0.0008369888599839989,1,8.54994351464998,17,0.016315583671752905,False,False,False,False,False,False,False
N443,mlp_neuron,447,0.9998433706633253,12767,2,-0.00015662933667470735,0.0006120626753670013,0.0005527868628442336,0.00014693287556245913,11.959556579589844,4368788.882926735,139982.66727072938,0.03204152707350608,1,80.68369476515517,56,0.11553691630008577,False,True,True,True,True,True,True
N444,mlp_neuron,448,1.0,12769,0,0.0,1.650095664941422e-05,2.5461075005018024e-06,6.383829977078579e-07,1.3489861488342285,10455.143944603902,8.278071935444153,0.0007917702500611312,1,7.35331104159341,5,0.018591369378867628,False,False,False,False,False,False,False
N445,mlp_neuron,449,1.0,12769,0,0.0,1.0389570626456214e-05,6.168512451292901e-06,1.6143331284700167e-06,1.540802001953125,70180.2701465675,1623.9044976624443,0.02313904597789396,1,60.388893666160975,1,0.10093192167977372,False,True,True,True,True,True,True
N446,mlp_neuron,450,0.9998433706633253,12767,2,7.831466833740919e-05,7.46665065370735e-05,9.885683112083012e-05,2.8334467087744005e-05,6.607490539550781,521879.36393919704,14118.983535492072,0.027054113481170417,1,80.32569790650786,48,0.10201244641762444,False,True,False,False,False,False,False
N447,mlp_neuron,451,1.0,12769,0,0.0,3.503148605146257e-05,3.798835013847332e-05,1.1663996283352441e-05,5.164466857910156,413563.9285491907,12795.310737694263,0.030939136260217492,1,81.74190054120434,3,0.1132358567448651,False,True,True,True,True,True,True
N448,mlp_neuron,452,1.0,12769,0,0.0,2.8134374515579978e-05,1.2387356582158832e-05,3.14063698046855e-06,2.346385955810547,65359.90825045356,1267.33672512851,0.01939012399271101,1,46.027918982835175,1,0.09650126494178181,False,True,True,True,False,False,False
N449,mlp_neuron,453,1.0,12769,0,0.0,1.675651010038656e-05,3.984943586862843e-06,1.042884808124094e-06,1.7993125915527344,15697.363758789405,23.62324648694824,0.0015049180773249844,1,16.447249880703627,3,0.01585869265481927,False,False,False,False,False,False,False
N450,mlp_neuron,454,1.0,12769,0,0.0,0.00034528079626258896,0.0002283284854738251,6.481466798425181e-05,7.771575927734375,1444592.4822288747,45974.29405659162,0.03182509574302745,1,79.4725287804438,48,0.11009930088482588,False,True,True,True,False,False,False
N451,mlp_neuron,455,1.0,12769,0,0.0,-1.844292333308211e-05,7.429760198874538e-06,1.9621434620491852e-06,2.9570159912109375,69426.51061156354,716.486486396259,0.010320070533357937,1,33.39883912958144,17,0.06278240168209805,False,True,True,True,False,False,False
N452,mlp_neuron,456,1.0,12769,0,0.0,6.417659781760032e-05,3.231258362456079e-05,8.507937238489216e-06,3.0943069458007812,224672.52653967112,5904.181566661115,0.02627905448696948,1,72.69291863508863,48,0.09869756880573993,False,False,False,False,False,False,False
N453,mlp_neuron,457,1.0,12769,0,0.0,2.428196450820325e-05,8.1792551494972e-06,2.0433327832556074e-06,1.9207839965820312,51326.58892847391,971.6128544776591,0.018930010249300782,1,57.21014836135739,17,0.08860453033813112,False,True,True,True,False,False,False
N454,mlp_neuron,458,1.0,12769,0,0.0,2.9028091665336082e-05,2.1998912981964298e-06,5.640806582453682e-07,0.5828781127929688,3693.320317263231,9.131420173223265,0.002472414897386884,1,25.312652033711867,17,0.022864903165399734,False,False,False,False,False,False,False
N455,mlp_neuron,459,1.0,12769,0,0.0,6.613661139385466e-05,1.3537714633377955e-05,3.3930395963427904e-06,3.0555343627929688,78226.81036219455,723.2001611181998,0.009244914342918268,1,28.00761242210095,48,0.06861551841367976,False,False,False,False,False,False,False
N456,mlp_neuron,460,1.0,12769,0,0.0,-2.564030725578804e-07,2.758561975102174e-07,6.997004638328972e-08,1.0277175903320312,3136.2400827725396,2.9187613574197138,0.0009306562254122562,1,9.92926903992087,5,0.015622649411543347,False,False,False,False,False,False,False
N457,mlp_neuron,461,1.0,12769,0,0.0,3.347500411489423e-05,3.874953083864093e-06,9.847291411657133e-07,1.1632232666015625,21626.584017923145,237.01008088075656,0.010959200985432245,1,38.80146199076157,56,0.06775161732428332,False,True,True,True,True,False,False
N458,mlp_neuron,462,1.0,12769,0,0.0,5.893214160551381e-05,1.0803167916265703e-05,2.762866560821845e-06,2.859180450439453,64881.924689607025,625.5574987728412,0.009641475677016172,1,34.60031155678706,3,0.055968437859284376,False,False,False,False,False,False,False
N459,mlp_neuron,463,1.0,12769,0,0.0,-3.456848455061427e-05,1.2356966004861399e-05,3.2556833868312647e-06,2.9909286499023438,209225.69213221583,6335.626541068553,0.030281302819468676,1,86.63477740318406,3,0.10530863876649732,False,True,True,True,True,True,True
N460,mlp_neuron,464,1.0,12769,0,0.0,-8.49725890062266e-05,2.5534245049640014e-05,6.732112985493426e-06,2.7430953979492188,74371.02031138542,256.08415875224205,0.003443332600252605,1,15.348850681785516,3,0.043780741768331924,False,True,True,True,True,False,False
N461,mlp_neuron,465,1.0,12769,0,0.0,-3.3623678988422764e-07,4.474104543896102e-06,1.1652187754394321e-06,1.3296318054199219,17381.90564862057,48.30033093857273,0.0027787707467164767,1,14.976510436706779,17,0.033088858662862354,False,False,False,False,False,False,False
N462,mlp_neuron,466,1.0,12769,0,0.0,8.423515548945377e-05,0.00015556514481628202,4.586452594745255e-05,6.9689412117004395,1747598.2251877547,64267.89536162818,0.036774983194277105,1,90.97165127274282,17,0.11971933365936883,False,True,True,True,True,True,True
N463,mlp_neuron,467,1.0,12769,0,0.0,-1.897646883846217e-05,2.60354414144171e-06,6.496706698179466e-07,0.851837158203125,7103.656494866567,22.434894707060145,0.003158217845031308,1,18.47573058115303,56,0.03701027115785721,False,False,False,False,False,False,False
N464,mlp_neuron,468,1.0,12769,0,0.0,2.1323399787947063e-05,1.8698504144293258e-06,4.708255968332173e-07,1.1274986267089844,11779.456960990748,20.010029308353314,0.001698722562051817,1,14.936266466308432,17,0.022914783398713594,False,False,False,False,False,False,False
N465,mlp_neuron,469,1.0,12769,0,0.0,4.788697544914401e-05,5.5543471413913575e-05,1.4732933352797553e-05,7.463649749755859,1646429.2611893518,53409.64190466568,0.032439682143454794,1,83.46573164355792,56,0.11411143256501659,False,True,True,True,True,True,True
N466,mlp_neuron,470,0.9992168533166262,12759,10,-0.0007831466833737588,0.002166031788601837,0.0021930220263104883,0.0006428741252078331,10.058731079101562,3234802.8216065117,127204.05878901202,0.039323589660354694,1,90.36595899616303,48,0.12854855062818554,False,True,True,True,True,True,True
N467,mlp_neuron,471,1.0,12769,0,0.0,-7.063393241950474e-05,1.1530710355197822e-05,2.9406679281784213e-06,2.8365097045898438,55766.71886757105,502.7956666950543,0.009016052529270024,1,27.630937134668454,56,0.06887686965651879,False,False,False,False,False,False,False
N468,mlp_neuron,472,1.0,12769,0,0.0,1.2333357742584476e-05,1.7038107287503135e-06,4.208357739598065e-07,0.9309768676757812,7161.348822720026,12.772867321796705,0.0017835840199926624,1,18.520104689748308,1,0.01890704631739007,False,False,False,False,False,False,False
N469,mlp_neuron,473,1.0,12769,0,0.0,5.2443106526990895e-05,3.030260135806712e-05,8.419059899180163e-06,3.6391372680664062,550738.7046146134,18816.57901774247,0.034166073421169146,1,96.28818419818639,3,0.11037923118914222,False,False,False,False,False,False,False
N470,mlp_neuron,474,1.0,12769,0,0.0,-2.4641404539146265e-05,1.2935466738737824e-06,3.2601455587811784e-07,0.872467041015625,13776.36737986343,289.7022516576904,0.021028929010788497,1,71.69381139125973,48,0.08737338909869757,False,False,False,False,False,False,False
N471,mlp_neuron,475,0.9996084266583131,12764,5,-0.00023494400501211654,0.0005923177974145731,0.0006616922666052341,0.00018222455006167897,10.20895767211914,3297386.265205412,103542.82205369067,0.03140148400152338,1,79.73885765455177,56,0.11192025634305965,False,True,True,True,True,True,True
N472,mlp_neuron,476,1.0,12769,0,0.0,5.937132862182345e-05,3.158527974669811e-05,8.66344209696937e-06,3.73370361328125,229369.46690845588,4582.987742363605,0.019980810018592105,1,62.795448794359615,17,0.08273122458065729,False,False,False,False,False,False,False
N473,mlp_neuron,477,1.0,12769,0,0.0,-9.997847217100165e-06,6.561525196971954e-05,1.7755759873905018e-05,10.971687316894531,2089588.3221004151,69848.3069601039,0.03342682681624756,1,81.09653684830886,56,0.12006448088368173,False,True,True,True,True,True,True
N474,mlp_neuron,478,0.9999216853316626,12768,1,7.831466833740919e-05,4.319501367266326e-05,6.89298038187645e-05,1.9115264038707015e-05,3.8596839904785156,435342.6054181808,14996.255724913855,0.034447020664354164,1,90.31522076347578,3,0.11986193445148939,False,False,False,False,False,False,False
N475,mlp_neuron,479,1.0,12769,0,0.0,-5.57167521479079e-05,6.082652437287437e-06,1.5554802143498875e-06,1.4939804077148438,18857.457870785136,37.39705888872347,0.00198314423635334,1,11.16026650585129,56,0.03133064641239624,False,True,True,False,False,False,False
N476,mlp_neuron,480,1.0,12769,0,0.0,2.4537604418151202e-06,2.440624494298812e-06,6.190906131580579e-07,1.6897201538085938,23252.69475441988,213.467976395375,0.0091803543051628,1,30.380109785559238,17,0.06700865967153999,False,False,False,False,False,False,False
N477,mlp_neuron,481,1.0,12769,0,0.0,-4.315424973894144e-07,7.34093357283571e-06,1.8661049300123124e-06,2.816802978515625,113713.83942576221,3727.642797172019,0.03278090702060589,1,79.06451276521669,56,0.11361235582615854,False,False,False,False,False,False,False
N478,mlp_neuron,482,1.0,12769,0,0.0,4.638321462892693e-05,5.9815878173420546e-06,1.4879501967630536e-06,3.1816177368164062,57328.82534249134,323.55412213125743,0.0056438296127348615,1,25.312408539088857,17,0.04295152473517959,False,True,True,True,True,True,True
N479,mlp_neuron,483,1.0,12769,0,0.0,-1.4750506632637975e-05,9.105934236386696e-06,2.189850785608447e-06,1.835601806640625,69101.2421320848,1083.1824113417345,0.01567529581119926,1,41.893769347330604,56,0.08878770057454076,False,False,False,False,False,False,False
N480,mlp_neuron,484,1.0,12769,0,0.0,3.727836372103177e-05,3.909744880544014e-06,9.589007396656456e-07,1.768463134765625,30371.039932873537,318.2411147936752,0.010478439839302698,1,31.929262606119675,56,0.06973227572531066,False,False,False,False,False,False,False
N481,mlp_neuron,485,0.9999216853316626,12768,1,7.831466833740919e-05,0.00010246974511793285,4.199868072091093e-05,1.0952900576824729e-05,4.336780548095703,347327.7676905948,11036.077698426716,0.031774245323966825,1,74.02770063594919,48,0.11883921716878583,False,True,False,False,False,False,False
N482,mlp_neuron,486,1.0,12769,0,0.0,-4.821100331574616e-05,6.4998481733077476e-06,1.6433833985973422e-06,1.6381797790527344,31622.769400743044,124.98394146007085,0.003952340159591908,1,21.969408681922857,3,0.034946668116735954,False,True,True,False,False,False,False
N483,mlp_neuron,487,1.0,12769,0,0.0,7.735159301569582e-06,1.8793001080495534e-05,4.837624849727644e-06,2.6920852661132812,127823.88664096243,2373.2186111241526,0.018566315525909156,1,57.488913771118455,17,0.0902822945137737,False,False,False,False,False,False,False
N484,mlp_neuron,488,1.0,12769,0,0.0,-9.936096058777572e-06,1.1387553094121973e-05,2.7834377466808754e-06,1.3845138549804688,22642.518102159684,187.80389043632388,0.00829430232048311,1,36.89471104930851,17,0.04767328680478893,False,False,False,False,False,False,False
N485,mlp_neuron,489,1.0,12769,0,0.0,1.3093742949277449e-05,3.0590098877500932e-06,7.772538859530173e-07,1.4107513427734375,29031.67079180955,355.93078218798814,0.012260086053621267,1,57.71149850340291,3,0.059965172053480086,False,True,True,True,True,False,False
N486,mlp_neuron,490,1.0,12769,0,0.0,-1.2909988729905859e-05,9.869109261198525e-06,2.5701412786918677e-06,1.5969009399414062,20970.954456247182,27.663474617170397,0.0013191328356029848,1,11.46584096512295,17,0.020879114478882604,False,False,False,False,False,False,False
N487,mlp_neuron,491,1.0,12769,0,0.0,5.526553764024491e-06,3.049684379843764e-06,7.542036668202213e-07,1.9005355834960938,17891.91521934372,14.046072592862284,0.0007850513721234534,5,6.159645741099034,17,0.020362002310482956,False,True,True,True,False,False,False
N488,mlp_neuron,492,1.0,12769,0,0.0,2.5722307481056616e-05,2.1805500639757866e-05,5.648415913257621e-06,4.578094482421875,290321.912323334,3698.7575596847664,0.012740194255697201,1,39.30809490645309,56,0.07264637928793334,False,False,False,False,False,False,False
N489,mlp_neuron,493,1.0,12769,0,0.0,2.4868376785952854e-05,2.3746549760658593e-05,6.430578993324623e-06,1.5929183959960938,52214.57178226426,673.4499269389103,0.012897739155023794,1,51.751328686213725,1,0.06346634234561348,False,False,False,False,False,False,False
N490,mlp_neuron,494,0.9999216853316626,12768,1,7.831466833740919e-05,2.3593682657073803e-06,1.7912596661474874e-05,4.529797991566967e-06,1.4581642150878906,60835.78157647731,1286.5074314962337,0.02114721629537958,1,80.05092852655734,3,0.0851847961312618,False,False,False,False,False,False,False
N491,mlp_neuron,495,1.0,12769,0,0.0,-3.981526112463354e-05,8.317024634612683e-05,2.327481906476477e-05,5.0570783615112305,860772.9870960946,25384.9163005322,0.029490837515906258,1,78.35674959546971,48,0.1086724494840827,False,True,False,False,False,False,False
N492,mlp_neuron,496,1.0,12769,0,0.0,2.3069678425945974e-05,2.7999656034787203e-06,6.844756407426159e-07,1.0195541381835938,6835.678309948944,10.573491558021704,0.0015468094135782523,1,11.966007124393219,3,0.02430854153728945,False,False,False,False,False,False,False
N493,mlp_neuron,497,1.0,12769,0,0.0,1.726003087223582e-05,4.072983038673778e-06,1.0368942048470032e-06,1.4873313903808594,16068.157675371378,14.959844319266386,0.0009310242419512867,1,6.651997865311156,20,0.023297038714530077,False,False,False,False,False,False,False
N494,mlp_neuron,498,1.0,12769,0,0.0,2.4912207394860164e-05,3.6301372039598316e-06,9.318204745423542e-07,1.4171676635742188,32388.729840406304,513.553795798063,0.015855941197094523,1,48.99143733843668,56,0.07705069501640997,False,True,True,False,False,False,False
N495,mlp_neuron,499,1.0,12769,0,0.0,-2.3171877664941373e-06,4.6235221138024125e-05,1.2877104123254852e-05,4.049476623535156,549396.0240194208,15026.691193166169,0.027351292212182052,1,74.78219482948546,48,0.10437387044835153,False,False,False,False,False,False,False
N496,mlp_neuron,500,1.0,12769,0,0.0,-6.855854628978319e-06,5.4913750610911e-07,1.38783909448802e-07,0.52642822265625,3239.536466052653,3.2238228169729455,0.0009951494143546856,1,9.21522502886747,3,0.019519066597723997,False,False,False,False,False,False,False
N497,mlp_neuron,501,1.0,12769,0,0.0,2.0462495202515666e-05,1.6072946838272252e-06,4.0613709723719973e-07,1.1269111633300781,8737.768867896317,78.93511081171411,0.009033783338185086,1,32.06134720056981,17,0.061601239538618825,False,False,False,False,False,False,False
N498,mlp_neuron,502,1.0,12769,0,0.0,2.1827135600871114e-05,3.9156196912772235e-06,1.0077094155830135e-06,2.217670440673828,47614.295460752204,240.87582857908802,0.00505889725445247,1,23.16763585087709,1,0.04217456247168515,False,True,True,True,True,True,False
N499,mlp_neuron,503,1.0,12769,0,0.0,-1.0948752503918543e-05,2.1697430296511634e-05,5.679064709398676e-06,1.4928226470947266,49807.13782846799,1214.695510316185,0.024387980584218757,1,69.88874826072565,20,0.09205150692137569,False,True,True,True,True,True,True
N500,mlp_neuron,504,0.9998433706633253,12767,2,7.831466833740919e-05,0.00030081606118150125,0.0004607722555220961,0.00013964525133745436,10.915359497070312,1361328.7178717186,36706.55321833317,0.026963769100324025,1,69.61537396832132,48,0.1073372708673505,False,True,True,True,True,True,True
N501,mlp_neuron,505,1.0,12769,0,0.0,8.068610779077669e-06,2.581563594997598e-06,6.511207650850352e-07,1.3680343627929688,22754.05377985999,181.0747593930052,0.007957912077771285,1,42.26033890595258,3,0.044453169229779495,False,True,True,True,False,False,False
N502,mlp_neuron,506,1.0,12769,0,0.0,1.5289170237164354e-05,4.58722928916525e-06,1.1804315960939504e-06,1.1278190612792969,18122.803125095357,50.79531334339893,0.0028028397700276654,1,16.860639220764437,1,0.0321320861550549,False,False,False,False,False,False,False
N503,mlp_neuron,507,1.0,12769,0,0.0,-5.56061988489509e-07,2.435350115669473e-06,5.930933285319627e-07,1.2467002868652344,18139.660651282906,187.24049131757968,0.010322160646612611,1,34.20436009767093,3,0.07007636788569707,False,False,False,False,False,False,False
N504,mlp_neuron,508,1.0,12769,0,0.0,-2.1662979354893173e-05,2.24787474056656e-06,5.565706257393804e-07,0.905426025390625,4983.581516841499,9.389368486712552,0.0018840603800664543,1,16.85911151734405,5,0.02036932871333727,False,False,False,False,False,False,False
N505,mlp_neuron,509,1.0,12769,0,0.0,-1.0091323769911972e-05,4.792671021574566e-06,1.2224120599257466e-06,1.1278152465820312,21960.108014341087,325.98511269626005,0.014844422098624237,1,52.835000956171946,1,0.07200893469397011,False,True,True,True,True,False,False
N506,mlp_neuron,510,1.0,12769,0,0.0,-7.019484978502272e-07,1.2608330513289611e-06,3.120734518205451e-07,0.9216537475585938,6632.435668489857,15.261967502100358,0.0023011105218266464,1,19.790910049157937,48,0.02360205826558954,False,True,True,True,False,False,False
N507,mlp_neuron,511,0.9997650559949879,12766,3,-7.831466833740919e-05,0.0002629749654242746,0.00036022611628110134,9.427016018197733e-05,9.750259399414062,2686389.337090051,77152.0042925332,0.028719591470723206,1,78.30675958848303,56,0.10610643800721775,False,False,False,False,False,False,False
N508,mlp_neuron,512,1.0,12769,0,0.0,-1.6103757726493697e-05,7.622419563218858e-06,1.9464335551634854e-06,1.3798027038574219,23419.523532539242,57.81233788838535,0.0024685531201375853,3,12.779125419623501,1,0.038425194233316806,False,False,False,False,False,False,False
N509,mlp_neuron,513,1.0,12769,0,0.0,-3.6616177639886257e-05,6.903672011482891e-06,1.6602441139976126e-06,0.9821701049804688,16270.427269272821,140.5485061100464,0.00863827997777762,1,31.52241437630023,20,0.05537240128956321,False,True,False,False,False,False,False
N510,mlp_neuron,514,1.0,12769,0,0.0,2.7045400122344392e-06,3.2988239656995417e-07,8.41459243046014e-08,0.3328838348388672,648.9562419508314,0.15572568371106052,0.00023996330360107572,3,2.773253106026008,45,0.014334815429533477,False,False,False,False,False,False,False
N511,mlp_neuron,515,1.0,12769,0,0.0,1.0600815925413103e-06,7.5226777412978155e-06,1.944551084881136e-06,2.193171501159668,128723.80550734597,3686.535929570889,0.028639115469286734,1,74.89243700925712,17,0.10447483269674324,False,True,True,True,True,True,False
